AGRUPADOR,CÓDIGO BARRAS,DESCRIPCIÓN ARTICULO,UNIDAD MANEJO,CÓDIGO BARRAS UNIDAD MANEJO,PALLETIZADO,CANTIDAD POR PALLET,ALTO,ANCHO,PROFUNDIDAD,VOLUMEN,PESO,DENSIDAD,RESISTENCIA,CONTAMINANTE,TIPODESPACHO,RECIPIENTE
,7.70721E+12,JUAN VALDEZ LIOFILIZADO,12,1.77072E+13,0,100,12.4,25.4,28.2,0.00888187,4.52,508.901,,,DESPACHO LOCAL ARTICULO,
,7.70721E+12,JUAN VALDEZ LIOFILIZADO,12,1.77072E+13,0,60,16,30.4,35.6,0.01731584,8.36,482.794,,,DESPACHO LOCAL ARTICULO,
,7.70721E+12,JUAN VALDEZ DESCAFEINADO,12,2.77072E+13,0,184,12.2,25.4,28.2,0.00873862,4.5,514.955,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,JUAN VALDEZ VOLCAN GRANO,16,7.77073E+13,0,36,28.4,33.4,40,0.0379424,8.8,231.93,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,JUAN VALDEZ COLINA GRANO,16,7.77073E+13,0,40,28.4,35.4,40.2,0.04041547,8.84,218.728,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,JUAN VALDEZ CAFE COLINA,12,1.77073E+13,0,200,24.2,21,40.2,0.02042964,4.6,225.163,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,JUAN VALDEZ CAFE CUMBRE,12,1.77073E+13,0,75,24,20.4,39.8,0.01948608,4.6,236.065,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,JUAN VALDEZ DESCAFEINADO,12,1.77073E+13,0,75,23.4,20.2,40,0.0189072,4.74,250.698,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,JUAN VALDEZ CAFE VOLCAN,12,1.77073E+13,0,200,23.2,20.6,39.4,0.01883005,4.58,243.228,,,DESPACHO LOCAL ARTICULO,
,7.70728E+12,ORG JUAN VALDEZ CAFE,12,1.77073E+13,0,75,21.8,19.8,38.6,0.0166613,3.88,232.874,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE LIOFILIZADO FRASCO DE VIDRIO PROV.INSTANTA,12,1.7861E+13,0,260,12.8,22.4,20.8,0.00596378,2.7,452.732,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE LIOFILIZADO FRASCO DE VIDRIO PROV.INSTANTA,12,1.7861E+13,0,150,15.2,24.8,28.4,0.01070566,4.48,418.47,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE LIOFILIZADO FRASCO DE VIDRIO PROV.INSTANTA,12,1.7861E+13,0,150,18.8,31.2,34.8,0.02041229,7.8,382.122,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE LIOFILIZADO FRASCO DE VIDRIO PROV.INSTANTA,12,1.7861E+13,0,320,12.4,19.6,25.6,0.00622182,2.82,453.243,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE LIOFILIZADO FRASCO DE VIDRIO PROV.INSTANTA,12,1.7861E+13,0,150,14.6,23.6,29.6,0.01019898,4.64,454.947,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE LIOFILIZADO FRASCO DE VIDRIO PROV.INSTANTA,12,1.7861E+13,0,150,20.2,27.4,34.8,0.0192611,8.04,417.421,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,LO.CAFE  EN POLVO DOY PACK,36,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,LO.CAFE  EN POLVO DOY PACK,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,LO.CAFE  EN POLVO DOY PACK,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE EN POLVO FRASCO VIDRIO,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE EN POLVO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE EN POLVO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE GRANULADO DOY PACK,36,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE GRANULADO DOY PACK,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE GRANULADO DOY PACK,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE GRANULADO FRASCO VIDRIO,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE GRANULADO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE GRANULADO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE EN POLVO DOY PACK,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE EN POLVO DOY PACK,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE EN POLVO FRASCO VIDRIO,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE EN POLVO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE EN POLVO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFECAFE GRANULADO DOY PACK,36,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE GRANULADO DOY PACK,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE GRANULADO DOY PACK,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE GRANULADO FRASCO VIDRIO,12,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE GRANULADO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE GRANULADO FRASCO VIDRIO,9,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,PACK PROMO SEGADREDO PAGUE 2 LLEVE 3,4,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,8.00341E+12,SEGAFREDO ESPRESSO CASA CAFE,12,8.00341E+12,0,200,15.2,18.8,24.8,0.00708684,3.16,445.896,,,DESPACHO LOCAL ARTICULO,
,8.00341E+12,SEGAFREDO ESPRESSO MOKA CAFE,12,8.00341E+12,0,175,10,10,10,0.001,1,1000,,,DESPACHO LOCAL ARTICULO,
,8.00341E+12,SEGAFREDO INTERMEZZO CAFE,12,8.00341E+12,0,200,24.8,23.4,27.6,0.01601683,4.26,265.97,,,DESPACHO LOCAL ARTICULO,
,34000052004,HERSHEY S COCOA,12,34000356003,0,100,11.2,24.6,41.6,0.01146163,3.46,301.876,,,DESPACHO LOCAL ARTICULO,
,7.88721E+11,VITACOA CACAO POLVO CLASICO,27,2.07887E+13,0,,15,38.4,54.2,0.0312192,12.64,404.879,,,DESPACHO LOCAL ARTICULO,
,7.88721E+11,MR CHOC CACAO EN POLVO AZUCARADO,60,1.07887E+13,0,50,15,38.6,54,0.031266,11.54,369.091,,,DESPACHO LOCAL ARTICULO,
,7.88721E+11,MR CHOC CACAO EN POLVO AZUCARADO,24,1.07887E+13,0,50,14.8,38.8,54,0.03100896,11.72,377.955,,,DESPACHO LOCAL ARTICULO,
,7.88721E+11,VITACOA CACAO POLVO CLASICO,70,1.07887E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.50225E+12,ORG NATURE S HEART CACAO,12,1.75023E+13,0,50,13.8,24.2,26.8,0.00895012,1.44,160.891,,,DESPACHO LOCAL ARTICULO,
,7.61303E+12,NESQUIK,36,7.61303E+12,0,60,17,28,35,0.01666,8,480.192,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO FUNDA,24,1.7702E+13,0,30,22.6,39.8,49.6,0.0446142,10.54,236.247,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO R12,288,,0,50,29.4,20.3,50.6,0.03019909,7.26,240.404,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO FRESA FUNDA,24,1.7702E+13,0,50,22.6,30.4,42.6,0.0292679,5.44,185.869,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO SOBRE,24,,0,42,22,40,50,0.044,8,181.818,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,PACK CHOCO LISTO + PELOTA,8,1.7702E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCOLYNE SPLEND FUNDA,24,1.7702E+13,0,60,21.4,25.6,44.4,0.02432409,3.42,140.601,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CORONA CHOCOLATE CON AZUCAR,20,1.7702E+13,0,70,17.8,21.2,32.8,0.01237741,10.32,833.777,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CORONA CHOCOLATE TAB. AZUCARADO,20,1.7702E+13,0,100,11.8,17.6,36,0.00747648,5.24,700.864,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO,12,1.7702E+13,0,30,24.6,41.2,53,0.05371656,13.96,259.882,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO,12,1.7702E+13,0,84,17.4,26.4,35.6,0.01635321,4.42,270.283,,,DESPACHO LOCAL ARTICULO,
,7.70201E+12,CHOCO LISTO FUNDA,40,2.7702E+13,0,40,22,39.8,50.2,0.04395512,8.98,204.299,,,DESPACHO LOCAL ARTICULO,
,7.70202E+12,MILO,6,1.7702E+13,0,100,17.2,25.6,39,0.01717248,7.08,412.287,,,DESPACHO LOCAL ARTICULO,
,7.80264E+12,COLACAO ENERGY,15,1.78026E+13,0,63,15.8,28.8,49.2,0.02238796,6.68,298.374,,,DESPACHO LOCAL ARTICULO,
,7.80264E+12,COLACAO ENERGY,10,1.78026E+13,0,55,21.6,30.8,40.2,0.02674425,8,299.129,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,DONA OLGUITA CHOCO,25,2.7861E+13,0,120,18.4,30.2,38.6,0.02144924,6.74,314.23,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,AMBATENO CHOCOLATE TRADICONAL TABLETA,48,1.7861E+13,0,70,18.8,30.4,38.6,0.02206067,6.3,285.576,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,LA ABUELA CHOCOLATE SEMI DULCE,25,1.7861E+13,0,100,23.6,27.4,33.4,0.02159777,6.18,286.14,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,LA ABUELA CHOCOLATE ESPECIAL,25,1.7861E+13,0,100,24,27,33,0.021384,6.18,289.001,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,EL BUEN CHOCOLATE CHOCOLATE AMARGO EN TABLETA,30,1.7861E+13,0,100,31,26,34.2,0.0275652,6.42,232.902,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,EL BUEN CHOCOLATE TABLETA TRADICIONAL,30,1.7861E+13,0,60,26.4,24.6,33.8,0.02195107,6.38,290.646,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,ARAWI PASTA DE CACAO,12,3.7861E+13,0,40,13.8,22.6,32.2,0.01004253,3.1,308.687,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,ORG ARAWI PASTA DE CACAO,12,2.7861E+13,0,50,19.2,26.6,36,0.01838592,5.98,325.248,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,ORG ARAWI CACAO EN POLVO,54,1.7861E+13,0,50,28.4,33.8,44.4,0.04262044,13.44,315.341,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,ORG ARAWI CACAO EN POLVO,24,1.7861E+13,0,50,29.6,31.6,40.8,0.03816268,12.12,317.587,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO,70,1.7861E+13,0,140,26.6,33.4,50.2,0.04459968,13.52,303.141,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO,27,1.7861E+13,0,116,36.6,28.4,37.6,0.03908294,13.22,338.255,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO R15,525,1.7861E+13,0,28,26.4,33.6,51.2,0.04541644,9.7,213.579,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO RISTRA,35,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO ENERGY,70,1.7861E+13,0,28,26,34,51.4,0.0454376,15.26,335.845,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK RICACAO ENERGY,35,1.7861E+13,0,30,25,35.2,51.6,0.045408,15.2,334.742,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK RICACAO ENERGY + VASO,7,1.7861E+13,0,,23,32.8,49.4,0.03726736,4.42,118.602,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO CHOCOLATE DOY PACK,70,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO ENERGY CANASTO,27,1.7861E+13,0,,376.6,29.2,38.2,0.4200747,11.78,28.042,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,RICACAO CON CANELA,70,1.7861E+13,0,60,26.6,32.4,50.6,0.0436091,13.3,304.982,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESQUIK DOY PACK,50,1.7861E+13,0,40,24.8,31.2,41.4,0.03203366,11.26,351.505,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESQUIK DOY PACK,32,1.7861E+13,0,40,36,29.2,40,0.042048,13.4,318.683,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESQUIK VAINILLA DOY PACK,50,1.7861E+13,0,50,25.8,31.2,41,0.03300336,10.9,330.269,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESQUIK FRUTILLA DOY PACK,50,1.7861E+13,0,70,24.8,30.8,41.4,0.03162297,10.78,340.891,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESQUIK FRUTILLA DOY PACK,32,1.7861E+13,0,30,35.8,28.8,38.6,0.03979814,13.8,346.749,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,BIOS CACAO,20,1.7861E+13,0,50,24.8,28.2,41.6,0.02909337,10.9,374.655,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,BIOS CACAO 100% S/AZUCAR,12,1.7861E+13,0,50,13.4,26.8,34.2,0.0122819,3.2,260.546,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CHOCOLATEADA,24,1.7861E+13,0,,25.4,33,47.8,0.04006596,6.38,159.237,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,EL AMBATENO CHOCOLATE DE TAZA,24,2.7861E+13,0,100,26.2,26.4,36.2,0.02503881,5.22,208.476,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.COCOA EN POLVO,24,1.7861E+13,0,96,17.2,25,30.8,0.013244,4.52,341.286,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.COCOA EN POLVO,12,1.7861E+13,0,80,17,25,31.4,0.013345,5.58,418.134,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.COCOA EN POLVO,24,1.7861E+13,0,80,17.8,25.2,30.6,0.01372593,4.36,317.646,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.COCOA EN POLVO,12,1.7861E+13,0,96,17.6,24.8,31,0.01353088,5.66,418.302,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.MIX CHOCOLATE,36,1.7861E+13,0,7,16,25,35,0.000014,5,357142.857,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.MIX CHOCOLATE,20,1.7861E+13,0,15,16.8,30.4,44.2,0.02257382,8.64,382.744,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.MIX CHOCOLATE,36,1.7861E+13,0,10,16,25,35,0.000014,5,357142.857,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.MIX CHOCOLATE,20,1.7861E+13,0,7,16.8,30.8,44.2,0.02287084,8.64,377.773,,,DESPACHO LOCAL ARTICULO,
,7.86109E+12,MILO DOY PACK,12,1.78611E+13,0,100,16.6,24.2,30.6,0.01229263,2.78,226.151,,,DESPACHO LOCAL ARTICULO,
,7.86109E+12,MILO DOY PACK,12,1.78611E+13,0,64,28,17.8,39.6,0.01973664,5.2,263.469,,,DESPACHO LOCAL ARTICULO,
,7.8621E+12,ECUACOCOA MI COCOA,60,1.78621E+13,0,80,30,25,40,0.03,8,266.666,,,DESPACHO LOCAL ARTICULO,
,7.8621E+12,ECUACOCOA MI COCOA EN POLVO,30,1.78621E+13,0,40,30,30,35,0.0315,10,317.46,,,DESPACHO LOCAL ARTICULO,
,7.8621E+12,ORG BLESS CACAO EN POLVO S/AZUCAR,12,7.8621E+13,0,,20.8,21.2,21.6,0.00952474,2.76,289.771,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA R12,480,1.78621E+13,0,50,25.8,34.8,40.2,0.03609316,9.04,250.462,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA DISPLAY,10,2.78621E+13,0,50,36.8,26.2,43.4,0.04184454,7.18,171.587,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA VITAMINAS,70,1.78621E+13,0,31,29,31.2,40.6,0.03673488,13,353.887,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA VITAMINAS,27,1.78621E+13,0,33,28.8,30.4,39.4,0.03449548,12.6,365.265,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA SUGAR FREE,20,1.78621E+13,0,120,15.2,20.2,34.2,0.01050076,2.76,262.838,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA VITAMINAS DOYPACK,70,1.78621E+13,1,1,15,25,25,0.00000937,3,320170.757,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,LA UNIVERSAL COCOA VITAMINAS DOYPACK,27,1.78621E+13,0,30,28.8,29.4,40,0.0338688,12.82,378.519,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG PACARI CACAO EN POLVO,50,1.78621E+13,0,50,33.2,35.8,38,0.04516528,11.76,260.376,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG PACARI CACAO EN POLVO NINOS,40,1.78621E+13,0,30,33.6,35.8,37.6,0.04522829,11.6,256.476,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,LEYENDA CHOCOLATE DE TAZA,10,1.78621E+13,0,60,15.6,17,27.2,0.00721344,4.74,657.106,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,ORG MINKA CACAO NATURAL,24,1.78621E+13,0,50,18,25,44,0.0198,2,101.01,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,LA UNIVERSAL COCOA POWER MALTA,12,1.78621E+13,0,,13,26,33.6,0.0113568,3.42,301.141,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,LA UNIVERSAL COCOA POWER MALTA,12,1.78621E+13,0,,12.8,32.6,43.2,0.0180265,6.46,358.361,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,PACK LA UNIV. COCOA POWER + TOMATODO,6,2.78621E+13,0,,26.2,39.4,33.4,0.03447815,4.48,129.937,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,QUINOALIV QUINOA Y CACAO EN POLVO,24,1.78621E+13,0,,19,36,46.8,0.0320112,10.12,316.139,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,LACHO CHOCOLATE DE TAZA,12,1.7868E+13,0,50,22.6,21.4,27.8,0.01344519,2.82,209.74,,,DESPACHO LOCAL ARTICULO,
,15700050088,SWISS MISS COCOA/LECHE/CHOCOLATE,12,2.00157E+13,0,120,27.4,20.8,30.2,0.01721158,4.32,250.993,,,DESPACHO LOCAL ARTICULO,
,15700051375,SWISS MISS COCOA VAINILLA.,12,1.00157E+13,0,88,26,20,28,0.01456,5,343.406,,,DESPACHO LOCAL ARTICULO,
,15700051443,SWISS MISS CHOCOLATE SENSATION DARK CHOCOLATE,12,1.00157E+13,0,80,27.4,20.4,30.2,0.01688059,4.3,254.73,,,DESPACHO LOCAL ARTICULO,
,15700052303,SWISS MISS CHOCOLATE LECHE,12,1.00157E+13,0,100,14,32,38,0.017024,3,176.221,,,DESPACHO LOCAL ARTICULO,
,15700055519,SWISS MISS COCOA DIETA,12,,0,90,25,21,25,0.013125,12,914.285,,,DESPACHO LOCAL ARTICULO,
,15700055786,SWISS MISS COCOA/MALVAVISCO AMANTES,8,1.00157E+13,0,120,23,12,39,0.010764,2.5,232.255,,,DESPACHO LOCAL ARTICULO,
,15700072004,SWISS MISS S/AZUCAR CALCIO,12,,0,90,35,25,30,0.02625,4,152.38,,,DESPACHO LOCAL ARTICULO,
,7.702E+12,ALPINA AVENA LIQUIDA LECHE,48,1.7702E+13,0,40,21.6,32.8,43,0.03046464,13.04,428.037,,,DESPACHO LOCAL ARTICULO,
,7.702E+12,ALPINA AVENA LIQUIDA CANELA,48,1.7702E+13,0,40,21.6,33.2,42.8,0.03069274,12.98,422.901,,,DESPACHO LOCAL ARTICULO,
,7.702E+12,ALPINA AVENA LIQUIDA FINESSE,48,1.7702E+13,0,40,21.6,33,42.8,0.03050784,13,426.119,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESTLE AVENA LIQUIDA CON VITAMINAS,30,1.7861E+13,0,160,12.6,16,41.4,0.00834624,6.64,795.567,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESTLE AVENA LIQUIDA LECHE,30,1.7861E+13,0,140,12.6,16,41,0.0082656,6.72,813.008,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESTLE AVENA LIQUIDA LECHE,5,1.7861E+13,0,134,12.6,16,41.2,0.00830592,6.76,813.877,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESTLE AVENA LIQUIDA FRUTAS,5,1.7861E+13,0,144,12.6,16.2,41.2,0.00840974,6.68,794.317,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,CEREAVENA CON LECHE,12,1.7861E+13,0,75,21.4,24,30.2,0.01551072,13.22,852.313,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,CEREAVENA CON FRUTA,12,1.7861E+13,0,75,21.6,24,30,0.015552,13.06,839.763,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESTLE AVENA EN LECHE,4,1.7861E+13,0,75,15,15,15,,5,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESTLE AVENA CON FRUTA,4,1.7861E+13,0,100,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,6PACK NESTLE AVENA CON NARANJILLA,5,1.7861E+13,0,128,12.6,15.8,40.8,0.00812246,6.7,824.873,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESTLE CEREAVENA NARANJILLA,12,1.7861E+13,0,75,22.6,23.8,30,0.0161364,13.08,810.589,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESTLE CEREAVENA CON MARACUYA Y NARANJILLA,30,1.7861E+13,0,128,12.6,16.2,41.2,0.00840974,6.64,789.56,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,THREE PACK CEREAVENA NARANJILLA,4,1.7861E+13,0,80,22.6,25.6,31.6,0.01828249,13.38,731.847,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESTLE AVENA NARANJILLA PAGA 2 LLEVA 3,4,1.7861E+13,0,75,21.8,24.2,30.4,0.01603782,13.1,816.819,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESTLE AVENA LIQUIDA,5,1.7861E+13,0,150,12.6,15.8,41.2,0.00820209,6.7,816.864,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,6PACK ANDINA AVENA LECHE SABOR A CANELA,6,1.7861E+13,0,80,21,20.2,38.8,0.01645896,7.9,479.981,,,DESPACHO ARTICULO LOCAL,
,7.861E+12,6PACK ANDINA AVENA NARANJILLA Y MARACUYA,6,1.7861E+13,0,80,21.2,19.6,38.8,0.01612217,8.46,524.743,,,DESPACHO ARTICULO LOCAL,
,7.861E+12,ANDINA AVENA LECHE SABOR CANELA,10,1.7861E+13,0,80,21.2,20.6,38.6,0.01685739,10.54,625.245,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,ANDINA AVENA CON NARANJILLA Y MARACUYA,10,1.7861E+13,0,80,20.6,21,39,0.0168714,10.46,619.984,,,DESPACHO ARTICULO LOCAL,
,7.86101E+12,TONI AVENA LIQ.LECHE,12,1.7861E+13,0,60,25,25.4,29.8,0.018923,13.24,699.677,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,PACK TONI AVENA PRISMA CANELA,4,1.7861E+13,0,160,10,15,10,0.0015,3,2000,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,PACK TONI AVENA PRISMA NARANJILLA,4,1.7861E+13,0,150,20,2,40,0.0016,2,1250,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,TONI AVENA MANGO MARACUYA,24,1.7861E+13,0,100,13.6,16.4,41.4,0.00923385,6.74,729.923,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,TONI AVENA CASERA SABOR CANELA,24,1.7861E+13,0,128,13.6,16.6,40.4,0.0091207,6.82,747.749,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,TONI AVENA CASERA SABOR NARANJILLA,24,1.7861E+13,0,128,14.8,17.6,40.6,0.01057549,6.8,642.996,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,TONI AVENA SABOR NARANJILLA,12,1.7861E+13,0,60,24.4,25,30.4,0.018544,13.36,720.448,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,TONI AVENA SABOR CANELA,12,1.7861E+13,0,60,24.6,25.4,30.4,0.01899514,13.58,714.919,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,6PACK TONI AVENA SABOR NARANJILLA,4,1.7861E+13,0,128,13.8,16.8,41.6,0.00964454,6.84,709.209,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,6PACK TONI AVENA SABOR CANELA,4,1.7861E+13,0,128,13.8,17.2,40.8,0.00968429,6.9,712.494,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,4PACK TONI AVENA SURTIDA,6,1.7861E+13,0,102,14,22.6,29.8,0.00942872,6.94,736.049,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,TONI AVENA KIDS SABOR MANGO Y MARACUYA,24,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86103E+12,VITA AVENA LIQ.MARACUYA,12,1.7861E+13,0,60,23,21.4,38,0.0187036,12.62,674.736,,,DESPACHO LOCAL ARTICULO,
,7.86103E+12,VITA AVENA MARACUYA Y NARANJILLA,24,1.7861E+13,0,150,12.8,16.2,33,0.00684288,5.5,803.755,,,DESPACHO LOCAL ARTICULO,
