AGRUPADOR,CÓDIGO BARRAS,DESCRIPCIÓN ARTICULO,UNIDAD MANEJO,CÓDIGO BARRAS UNIDAD MANEJO,PALLETIZADO,CANTIDAD POR PALLET,ALTO,ANCHO,PROFUNDIDAD,VOLUMEN,PESO,DENSIDAD,RESISTENCIA,CONTAMINANTE,TIPODESPACHO,RECIPIENTE
,7.861E+12,PACK NESCAFE GOLD 100 + 50,8,1.7861E+13,0,100,25,30,40,0.03,12,400,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESCAFE DOLC EGUSTO CAPSULAS +PORTA CAPSULAS,3,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESCAFE TRADICION GRATIS NATURA,8,1.7861E+13,0,,23.4,45.6,47.2,0.05036428,13.04,258.913,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESCAFE + VASO,16,1.7861E+13,0,40,35.6,45.6,47.2,0.07662259,9.32,121.635,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESCAFE DOLCE GUSTO ESPRESSO + ESPR. INTENSO,6,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESCAFE DOLCE GUSTO CAPUCCINO + AMERICANO,6,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,PACK NESCAFE GOLD + JARRO,6,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESCAFE DOY PACK,75,1.7861E+13,0,55,23.2,20.6,39.8,0.01902121,2.6,136.689,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESCAFE DOY PACK,40,1.7861E+13,0,100,22.8,20.6,40,0.0187872,2.4,127.746,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESCAFE DOYPACK,20,1.7861E+13,0,50,25,30,40,0.03,3,100,,,DESPACHO LOCAL ARTICULO,
,7.861E+12,NESTLE BOLERO,50,1.7861E+13,0,37,36.6,28.2,37.2,0.03839486,4.6,119.807,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE CLASICO,20,2.7861E+13,0,45,25.2,33.2,48.4,0.04049337,8.86,218.801,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CLASICO,40,2.7861E+13,0,50,25.2,32.8,47.8,0.03950956,9.06,229.311,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CLASICO,80,3.7861E+13,0,50,25,33.2,48.4,0.040172,9.82,244.448,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE GRANO,40,1.7861E+13,0,32,34,34,44,0.050864,16,314.564,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE INSTANTANEO DOY PACK,75,3.7861E+13,0,,17.2,37.8,46.4,0.03016742,2.5,82.87,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE INSTANTANEO DOY PACK,40,2.7861E+13,0,50,17.2,37.8,46,0.02990736,2.9,96.966,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,COFFEE HOUSE CAFE GOURMET,20,3.7861E+13,0,45,21.4,32.6,44.4,0.03097521,8.86,286.035,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,COFFEE HOUSE GOURMET,40,2.7861E+13,0,40,21.4,33,44,0.0310728,8.94,287.711,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE TOSTADO Y MOLIDO  CLASICO,20,2.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE DESCAFEINADO,20,1.7861E+13,0,40,21.2,32.2,45,0.0307188,8.8,286.469,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE INSTANTANEO FRASCO,24,1.7861E+13,0,80,10.8,29.8,43.4,0.01396786,5.44,389.465,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE INSTANTANEO LATA,12,2.7861E+13,0,39,37.4,27.6,40.2,0.04149605,8.3,200.019,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE INSTANTANEO FRASCO,20,2.7861E+13,0,80,13.6,35.8,43.4,0.02113059,7.64,361.561,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA ESPECIAL,30,1.7861E+13,0,50,25,33.6,48,0.04032,8.5,210.813,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE ESPECIAL,20,1.7861E+13,0,40,25.2,33.2,48,0.04015872,10.92,271.921,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAPUCCINO,24,1.7861E+13,0,,25.4,33,48.8,0.04090416,6.18,151.084,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA MOKACCINO,24,1.7861E+13,0,,25.2,33,48.4,0.04024944,6.46,160.499,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAPUCCINO VAINILLA,24,1.7861E+13,0,,25.2,33.6,47.8,0.04047321,6.02,148.74,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,PACK MINERVA CAFE ESP. + PRENSA FRANCESA,6,1.7861E+13,0,24,22.8,32.2,44,0.03230304,5.4,167.166,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,PACK COFFEE HOUSE CAFE + PRENSA FRANCESA,6,1.7861E+13,0,32,22,28,44,0.027104,3,110.684,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,MINERVA CAFE TOSTADO Y MOLIDO  CLASICO DISPLAY,10,4.00001E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,CONQUISTADOR PREMIUM,12,1.7861E+13,0,50,19.6,30.6,30.6,0.01835265,5.34,290.966,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,DON CAFE CLASICO CAFE SOLUBLE,80,1.7861E+13,0,100,12.8,15.6,37,0.00738816,1.04,140.765,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,DON CAFE,20,3.7861E+13,0,200,15.8,19.6,22.6,0.00699876,1.2,171.458,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,ORO CAFE,24,1.7861E+13,0,100,24.8,27.6,36.4,0.02491507,8.92,358.016,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,ORO CAFE,12,3.7861E+13,0,300,15,15.2,19.8,0.0045144,0.44,97.465,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,ORO CAFE,18,1.7861E+13,0,60,17.2,28.2,55.6,0.02696822,9.32,345.591,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,ORO CAFE,36,1.7861E+13,0,60,19.6,22.2,44,0.01914528,8.16,426.214,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,ORO CAFE,4,1.7861E+13,0,60,18.6,29.8,25.6,0.01418956,2.78,195.918,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,ORO CAFE SOBRE,48,1.7861E+13,0,50,25,28.8,37.6,0.027072,3.08,113.77,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,DON CAFE CLASICO CAFE SOLUBLE,20,1.7861E+13,0,160,16.4,20.2,22.6,0.00748692,1.22,162.95,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,REPUBLICA DEL CACAO CAFE M. SPECIALTY BLEND,12,1.7861E+13,0,50,18.2,19.6,38.4,0.01369804,3.14,229.229,,,DESPACHO LOCAL ARTICULO,
,7.86101E+12,REPUBLICA DEL CACAO CAFE MOLIDO,12,1.7861E+13,0,100,18,19.8,38.4,0.01368576,3.14,229.435,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,SI CAFE GOLD,20,7.86102E+12,0,200,11.4,17,37,0.0071706,1.16,161.771,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,SI CAFE GOLD SOLUBLE,48,1.7861E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,SI CAFE GOLD,24,7.86102E+12,0,60,10.4,14.6,31.8,0.00482851,0.74,153.256,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,SI CAFE GOLD SOLUBLE,24,1.7861E+13,0,150,20,30,50,0.03,12,400,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,PRES 2 SOBRE,20,7.86102E+12,0,285,11.2,18.4,37.2,0.00766618,1.14,148.705,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,SI CAFE SOBRE,20,7.86102E+12,0,200,11,18.4,38.8,0.00785312,1.16,147.711,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,CUBANITO CAFE,72,1.7861E+13,0,40,30.6,35.8,47.6,0.05214484,15.64,299.933,,,DESPACHO LOCAL ARTICULO,
,7.86102E+12,CUBANITO CAFE,40,1.7861E+13,0,32,30.4,35.8,47.8,0.05202169,17.14,329.477,,,DESPACHO LOCAL ARTICULO,
,7.86103E+12,TOSCANA CAFE DOY PACK,15,1.7861E+13,0,110,18.8,28.4,30.2,0.01612438,1.68,104.19,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SANNA CAFE PREMIUM MOLIDO,30,1.7861E+13,0,40,30,30,0.4,0.00036,5,13888.888,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SANNA CAFE GOURMET MOLIDO,30,1.7861E+13,0,40,30.4,28.2,39.4,0.03377683,12.98,384.287,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE ESPECIAL TOSTADO Y MOLIDO,12,1.7861E+13,0,75,20.8,24.8,33.2,0.01712589,5.14,300.13,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE CLASICO TOSTADO Y MOLIDO,12,1.7861E+13,0,70,20.2,22,40.4,0.01795376,5.18,288.518,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE CLASICO TOSTADO Y MOLIDO,12,1.7861E+13,0,60,19.6,24.6,33.2,0.01600771,5,312.349,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE LIOFILIZADO DOY PACK,36,1.7861E+13,0,100,11.6,27.8,30.8,0.00993238,1.2,120.816,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE LIOFILIZADO DOY PACK,30,1.7861E+13,0,100,18.8,28.6,30.2,0.01623793,1.9,117.009,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE LIOFILIZADO DOY PACK,36,1.7861E+13,0,100,12,27.8,30.8,0.01027488,1.22,118.736,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE LIOFILIZADO DOY PACK,30,1.7861E+13,0,72,18.6,28.4,30.2,0.01595284,1.94,121.608,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,SX.CAFE CLASICO TOSTADO Y MOLIDO,24,1.7861E+13,0,100,16.8,28.8,39.4,0.0190633,5.22,273.824,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,AK.CAFE CLASICO TOSTADO Y MOLIDO,24,1.7861E+13,0,50,17.8,29,38.6,0.01992532,5.18,259.97,,,DESPACHO LOCAL ARTICULO,
,7.86104E+12,LO. CAFE TOSTADO Y MOLIDO,8,1.7861E+13,0,100,28.4,29.6,34,0.02858176,8.5,297.392,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE MOLIDO,24,1.78611E+13,0,40,18.8,39,44.8,0.03284736,11.84,360.455,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE MOLIDO,24,2.78611E+13,0,100,16.2,32.2,38.4,0.02003097,6.08,303.529,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE GRANO,24,1.78611E+13,0,30,23,41.6,45.4,0.04343872,11.92,274.409,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE PARA PASAR DESCAFEINADO,15,1.78611E+13,0,100,22.8,30,35.8,0.0244872,7.38,301.381,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE PARA PASAR VAINILLA,15,1.78611E+13,0,100,23,29.8,35.8,0.02453732,7.38,300.766,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE SOLUBLE FRASCO,12,1.78611E+13,0,100,11.4,27.8,30.6,0.00969775,2.84,292.851,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE SOLUBLE FRASCO,9,1.78611E+13,0,60,18.2,28.6,30.2,0.0157197,3.54,225.195,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE SOLUBLE FRASCO,9,1.78611E+13,0,100,18.4,28.6,30.2,0.01589244,4.76,299.513,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE SOLUBLE INSTANT DOYPACK,36,1.78611E+13,0,100,12,27.6,30.4,0.01006848,1.26,125.143,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE SOLUBLE INSTANT DOYPACK,30,1.78611E+13,0,100,17.8,28.4,30.4,0.0153678,1.92,124.936,,,DESPACHO LOCAL ARTICULO,
,7.86107E+12,GARDELLA CAFE DESCAFEINADO SOLUBLE FRASCO,9,1.78611E+13,0,150,18.4,28.2,30.2,0.01567017,3.58,228.459,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE GALAPAGOS BLEND MOLIDO,10,1.78621E+13,0,60,18.6,28.8,29.2,0.01564185,4.04,258.281,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG ESCOFFEE BLEND GRANO,10,1.78621E+13,0,60,18.6,29.2,28.8,0.01564185,3.98,254.445,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE ZARUMA,10,1.78621E+13,0,70,18.6,28.8,28.8,0.01542758,4,259.275,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE LOJA MOLIDO,10,1.78621E+13,0,70,19.6,28.6,29,0.01625624,4.02,247.289,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE MANABI,10,1.78621E+13,0,70,18.4,29.2,29.4,0.01579603,4,253.228,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE LOJA EN GRANO,10,1.78621E+13,0,70,18.6,29.6,29,0.01596624,4,250.528,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE CAFE SOLUBLE LIOFILIZADO,20,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,FONTAINE CAFE TOSTADO Y MOLIDO,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ESCOFFEE CAFE TOSTADO Y MOLIDO,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,TWO PACK ESCOFFEE CAFE T Y M + CAFETERA,8,1.78621E+13,0,,41.4,41,61.8,0.10489932,11.92,113.632,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,FONTAINE CAPUCCINO SABOR VAINILLA,24,1.78621E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,POSTUM,24,1.78621E+13,0,48,14.4,30,44.6,0.0192672,8.36,433.898,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,EL KAFETAL CAPPUCCINO,12,1.78621E+13,0,50,12,30,35,0.0126,4,317.46,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VITTORIA CAFFE CAPPUCCINO,12,1.78621E+13,0,50,19.4,28.4,42.6,0.02347089,4.76,202.804,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VITTORIA CAFFE CAPPUCCINO VANIGLIA,12,1.78621E+13,0,50,19.2,28.6,42.4,0.02328268,4.8,206.161,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VITTORIA CAFFE AMARETTO,12,1.78621E+13,0,50,12,15,12,0.00216,2,925.925,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VITTORIA MOCACCINO,12,1.78621E+13,0,100,19.4,28.6,42.2,0.02341424,4.74,202.44,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE LOJANO GRANO,12,2.78621E+13,0,150,24.4,25.8,30,0.0188856,4.54,240.394,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE HOUSE BLEND GRANO,12,2.78621E+13,0,60,24.6,26,30.2,0.01931592,4.56,236.074,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE ESPRESSO BLEND GRANO,12,2.78621E+13,0,60,24.4,26,29.8,0.01890512,4.42,233.799,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE LOJANO MOLIDO,12,2.78621E+13,0,100,24.4,26,30.2,0.01915888,4.6,240.097,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE HOUSE BLEND MOLIDO,12,2.78621E+13,0,70,23.8,25.8,30.4,0.01866681,4.56,244.283,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE ESPRESSO BLEND MOLIDO,12,2.78621E+13,0,60,24.4,25.6,29.8,0.01861427,4.46,239.601,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE ALMENDRA GRANO,12,2.78621E+13,0,60,25.2,25.8,30,0.0195048,3.42,175.341,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE IRISH CREME GRANO,12,2.78621E+13,0,80,24.6,25.8,30,0.0190404,3.44,180.668,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE ALMENDRA MOLIDO,12,2.78621E+13,0,70,24.4,25.6,30.4,0.01898905,3.48,183.263,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE GRANO VAINILLA,12,1.78621E+13,0,70,24.4,25.6,30,0.0187392,3.46,184.639,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE MOLIDO VAINILLA,12,1.78621E+13,0,70,24.4,25.8,29.8,0.01875969,3.44,183.371,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE YUMBO MOLIDO,12,1.78621E+13,0,70,24.4,25.6,29.8,0.01861427,4.56,244.973,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE YUMBO GRANO,12,1.78621E+13,0,70,24.2,26,30.6,0.01925352,4.6,238.917,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VELEZ CAFE INTAG MOLIDO,12,1.78621E+13,0,50,25.2,25.8,30,0.0195048,4.52,231.737,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG VELEZ CAFE,12,1.78621E+13,0,60,24.4,26,30.2,0.01915888,4.56,238.009,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG VELEZ CAFE,12,1.78621E+13,0,60,24.4,25.6,30.2,0.01886412,4.54,240.668,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,CAFECOM DESCAFEINADO DE LOJA,30,1.78621E+13,0,40,31.6,28,39.2,0.03468416,13.02,375.387,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,CAFECOM CAFE DE LOJA SOLUBLE GRANULADO,48,1.78621E+13,0,50,22.6,28,28.8,0.01822464,2,109.741,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,CAFECOM CAFE DE LOJA SOLUBLE GRANULADO,28,1.78621E+13,0,150,22.4,27.8,29.4,0.01830796,2.98,162.77,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,CAFECOM CAFE DE LOJA SOLUBLE GRANULADO,30,1.78621E+13,0,50,31.6,28.8,38.8,0.0353111,5.96,168.785,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,CAFECOM CAFE/LOJA FUNDITAS,24,1.78621E+13,0,100,31.8,27.8,39.6,0.03500798,3.88,110.831,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,CAFECOM DESCAFEINADO FUNDITAS,20,1.78621E+13,0,100,31.8,28.2,39.2,0.03515299,3.36,95.582,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG PIEDRA NEGRA CAFE MOLIDO,24,1.78621E+13,0,30,24.6,32,48.2,0.03794304,8.84,232.98,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,PIEDRA NEGRA CAFE GOURMET MOLIDO,24,1.78621E+13,0,60,24.2,32,48.2,0.03732608,8.88,237.903,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,PIEDRA NEGRA CAFE INSTANTANEO LIOFILIZADO,9,1.78621E+13,0,80,18.6,28.4,29.8,0.01574155,3.7,235.046,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,PIEDRA NEGRA CAFE INSTANTANEO LIOFILIZADO,36,1.78621E+13,0,150,12.2,27.6,30.8,0.01037097,1.36,131.135,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,PIEDRA NEGRA CAFE INSTANTANEO LIOFILIZADO,12,1.78621E+13,0,100,11.6,27.8,30.8,0.00993238,2.86,287.947,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,ORG PIEDRA NEGRA CAFE GRANO,24,1.78621E+13,0,28,24.2,31.6,48,0.03670656,8.86,241.373,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,PIEDRA NEGRA CAFE GRANO GOURMET,24,1.78621E+13,0,28,24.4,32,49,0.0382592,8.86,231.578,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,PIEDRA NEGRA ESENCIA DE CAFE ESPRESSO,24,1.78621E+13,0,30,17.4,28.4,30,0.0148248,7.46,503.21,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VIVIFY CAFE CAPPUCCINO GANODERMA Y MORINGA,24,1.78621E+13,0,30,42.4,32.8,40.2,0.05590694,12.84,229.667,,,DESPACHO LOCAL ARTICULO,
,7.86211E+12,VIVIFY CAFE INSTANTANEO GANODERMA Y MORINGA,24,1.78621E+13,0,30,43.2,33.4,40.8,0.0588695,10.78,183.116,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,GALLETTI DE LA CASA CAFE GRANO,12,1.78621E+13,0,50,22.6,25.6,27.8,0.01608396,4.54,282.268,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,GALLETTI ECUATORIANO MONTANA CAFE GRANO,12,1.78621E+13,0,90,22.6,25.6,28.2,0.01631539,4.56,279.49,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,GALLETTI MUJERES CAFE MOLIDO,12,1.78621E+13,0,50,22.4,25.4,27.8,0.01581708,4.58,289.56,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,GALLETTI ESPRESSO VOLCANES CAFE MOLIDO,12,1.78621E+13,0,50,22.6,25.8,28,0.01632624,4.56,279.304,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,DE JORGE CAFE DE QUINUA,24,1.78621E+13,0,100,14.8,35.6,54.2,0.02855689,12.52,438.423,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CAFE GARE CLASICO,12,1.78621E+13,0,150,12.2,27.8,31,0.01051396,3.16,300.552,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CAFE GARE CLASICO,9,1.78621E+13,0,150,19.4,28.2,30.4,0.01663123,4.12,247.726,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CAFE GARE CLASICO DOY PACK,36,1.78621E+13,0,150,218.2,28.2,30.4,0.1870585,1.68,8.981,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CAFE GARE CLASICO DOY PACK,12,1.78621E+13,0,150,19.2,28.2,30.2,0.01635149,2.78,170.015,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,CAFE GARE CLASICO DOY PACK,144,,0,,11,28.2,31,0.0096162,2.1,218.381,,,DESPACHO LOCAL ARTICULO,
,7.86212E+12,GARE CAFE CLASICO,8,2.78621E+13,0,,23,29,55,0.036685,5.6,152.65,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,GARE CAFE INSTANTANEO,12,1.7868E+13,0,60,18,28.2,29.8,0.01512648,3.52,232.704,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,GARE CAFE INST. LIOFILIZADO,9,1.7868E+13,0,20,18.2,28.4,29.8,0.01540302,3.72,241.511,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,TARDES DE CAFE TOSTADO EN GRANO,12,1.7868E+13,0,50,17,32.2,43,0.0235382,5.26,223.466,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,TARDES DE CAFE TOSTADO Y MOLIDO,12,1.7868E+13,0,50,16.8,32.4,42.6,0.02318803,5.24,225.978,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,DEL BOSQUE CAFE ORIGEN PUYANGO,25,1.7868E+13,0,40,29.8,28.8,49.2,0.0422254,10.54,249.612,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,MONTANES ZARUMA CAFE MOLIDO,24,1.7868E+13,0,40,24.6,29.4,40,0.0289296,8.88,306.952,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,LEGRAND CAFE TOSTADO Y MOLIDO,30,1.7868E+13,0,,27.8,40.4,41.2,0.04627254,14.78,319.411,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,BUENA FE CAFE PREMIUM,24,1.7868E+13,0,60,15.8,30.6,39.4,0.01904911,5.24,275.078,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WILD COFFEE AMAZONIAN CAFE MOLIDO,12,1.7868E+13,0,150,18.6,30.8,46.2,0.02646705,6.08,229.719,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WILD COFFEE JALCHI CAFE MOLIDO,12,1.7868E+13,0,,12.2,30.6,45.2,0.01687406,6.02,356.76,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WILD COFFEE QUILANGA CAFE MOLIDO,12,1.7868E+13,0,,12,30.8,45.4,0.01677984,6.02,358.763,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WILD COFFEE AMAZONIAN CAFE GRANO,12,1.7868E+13,0,150,18.6,30.6,46,0.02618136,6.08,232.226,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WILD COFFEE JALCHI CAFE GRANO,12,1.7868E+13,0,150,12.2,30.8,46.2,0.01736011,6.02,346.771,,,DESPACHO LOCAL ARTICULO,
,7.868E+12,WILD COFFEE QUILANGA CAFE GRANO,12,1.7868E+13,0,150,12.4,30.6,45.8,0.01737835,6.02,346.408,,,DESPACHO LOCAL ARTICULO,
,7.891E+12,NESCAFE,24,7.891E+12,0,120,11.6,27.6,35.2,0.01126963,5.22,463.191,,,DESPACHO LOCAL ARTICULO,
,7.891E+12,NESCAFE,24,7.891E+12,0,59,15.4,33.6,41,0.02121504,8.98,423.284,,,DESPACHO LOCAL ARTICULO,
,7.891E+12,NESCAFE,12,7.891E+12,0,200,19,29,34.2,0.0188442,8.4,445.76,,,DESPACHO LOCAL ARTICULO,
,315716,JUAN VALDEZ VOLCAN GRANO,12,,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,5.90428E+12,BON AROMA GOLD CAFE SOLUBLE LIOF,12,1.59043E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,5.90428E+12,BON AROMA GOLD CAFE SOL. LIOFILIZADO,12,1.59043E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,5.90428E+12,BON AROMA GOLD CAFE SOLUBLE LIOF,12,1.59043E+13,0,,,,,,,,,,DESPACHO LOCAL ARTICULO,
,7.70721E+12,JUAN VALDEZ LIOFILIZADO,24,1.77072E+13,0,90,10,28.6,35.8,0.0102388,5.48,535.218,,,DESPACHO LOCAL ARTICULO,
