CODIGOARTICULO;CODIGOCLASIFICACION
897265;4102
897266;4102
897267;4102
897308;1078
897410;1124
897411;3032
897412;3032
897550;1124
897618;1320
897626;1122
897627;3020
897628;3020
897629;3020
897630;3020
897631;3020
897632;3020
897654;1000
897655;1000
897656;1000
897657;1000
897658;1000
897659;1000
897660;1052
897662;1012
897663;1024
897665;1024
897667;1016
897668;1016
897671;1004
897672;3104
897673;4118
897674;4118
897675;4118
897676;4118
897677;4118
897678;4118
897679;4118
897680;4118
897681;4118
897682;4118
897815;3018
897816;3018
897817;3018
897818;3018
897819;3021
897820;3018
897821;3021
897822;3018
897823;3018
897825;3018
897826;3018
897834;3018
897861;4118
897862;4118
897863;4118
897864;4118
898059;4114
898060;4114
898061;4114
898121;1004
898128;1034
898140;1034
898142;1034
898143;1034
898164;1030
898165;4126
898166;4126
898167;4126
898168;4126
898169;1340
898248;1026
898249;3028
898257;3028
898344;1380
898345;1326
898347;1326
898348;1026
898349;1026
898350;1330
898355;1026
898357;1026
898358;1026
898360;2608
898361;1330
898362;1330
898363;1062
898364;1068
898365;1306
898397;1124
898398;1120
898431;1120
898432;1120
898433;1030
898434;1076
898436;1028
898561;3040
898660;3040
898661;3040
898662;3040
898663;3040
898664;3040
898685;1702
898713;1060
898714;1136
898719;1068
898859;1136
898863;1136
898873;1136
898874;1136
898875;1136
898876;4102
898945;1092
898946;1092
898947;1092
898948;1092
898949;1092
898950;1092
898951;1092
898952;4118
898980;3108
898982;3108
898984;3108
898986;3106
898988;3108
898991;3108
898996;3108
898997;3108
898998;3106
898999;3106
899047;3102
899059;3102
899060;3102
899062;3102
899063;3102
899064;3102
899065;3102
899066;3102
899067;3102
899070;1120
899072;1072
899074;1136
899075;1136
899080;3040
899083;3040
899086;3040
899093;3014
899095;3108
899106;3034
899107;3034
899108;3016
899565;1120
899608;1068
899614;3004
899615;1050
899747;3004
899767;4122
899785;4122
899897;1082
899936;1702
899938;1702
899940;1702
899942;1702
899944;1702
899945;1702
899948;1702
899949;1702
899970;1702
899973;1702
899979;1702
899981;1702
899984;1702
899987;1702
899988;1702
899989;1702
899990;1702
899991;1702
899992;1318
899993;1702
899995;1702
900049;3108
900109;3108
900111;3018
900114;3108
900116;3018
900121;1606
900122;1048
900123;1008
900403;3028
900404;3028
900417;1044
900418;1044
900419;1044
900420;1044
900428;1040
900429;1330
900529;1074
900533;1016
900535;1016
900537;1016
900539;1006
900541;1006
900542;1006
900543;1024
900545;1002
900572;1002
900574;1002
900604;1040
900634;1074
900680;1152
900682;1122
900684;1122
900685;1122
900686;1124
900748;1016
900749;1016
900750;1026
900751;1026
900752;1062
900791;1062
900799;1050
900800;1050
900802;1124
900803;1382
900804;1382
900805;1330
900840;1318
900841;1318
900854;1062
901058;1062
901086;1124
901087;1124
901088;1604
901089;1068
901090;1604
901091;1604
901092;1068
901093;1068
901123;1604
901124;1604
901125;1068
901126;1604
901127;1068
901128;1604
901129;1604
901130;1124
901131;1060
901132;1124
901133;1060
901135;1060
901136;1116
901188;1124
901189;1124
901525;1040
901528;1030
901529;1028
901530;1028
901626;1028
901627;1116
901633;1068
901634;1068
901645;1076
901648;1702
902415;1702
902488;1026
902499;6824
902572;1028
902573;1028
902591;1028
902592;1028
902593;1028
902837;1124
903177;1068
903213;1318
903215;1318
903216;1318
903224;1382
903225;1382
903226;1382
903227;1382
903237;1318
903291;1318
903291;1318
903303;1704
903341;1124
904125;1114
904209;1338
904229;1124
904234;1068
904615;3020
904616;1030
904641;1030
904686;1030
904687;3028
904707;3028
904708;6824
904709;1146
905090;3028
905100;1086
905238;1086
905390;1062
905417;1062
905670;3108
905672;3108
905867;1022
905869;1022
905871;1022
905876;1022
905882;1026
905883;1026
905899;4138
905900;4138
905901;4138
905902;4138
905903;4138
905904;4138
905905;4138
905906;4138
905907;4138
905908;4138
905909;4138
905910;4138
905911;4138
905912;4138
905913;4138
905914;4138
905915;4138
905916;4138
905917;4138
905918;4138
905919;4138
905920;4138
905921;4138
905922;4138
905923;4138
905924;4138
905925;4104
905926;4104
905927;4104
905928;4104
905929;4162
905930;4162
905931;4162
905932;4130
905933;4130
905934;4130
905935;4130
905936;4130
905973;3020
905998;3016
906021;3030
906065;3011
906066;3011
906067;3029
906068;1002
906069;1002
906070;1002
906071;1002
906085;1009
906086;1068
906087;1052
906098;1022
906179;1606
906640;4104
906641;4138
906642;4104
906644;4126
906645;4114
906646;4140
906647;4140
906648;4140
906649;4140
906650;4140
906651;4140
906652;4140
906653;4140
906654;4127
906655;4127
906656;4126
906657;4127
906658;4127
906659;4127
906660;4127
906719;3020
906720;3020
906721;3020
906722;3020
906723;3020
906724;3020
906731;1086
906732;3020
906733;1018
906735;3034
906785;3016
906786;1006
906788;3028
906857;3028
906860;3028
906862;3028
906867;3018
906868;1148
906874;4138
906875;4138
906876;4138
906877;4138
906878;4138
906879;4138
906880;4138
906881;4144
906882;4144
906883;4144
906884;4144
906885;4144
906886;4144
906887;4144
906888;4144
906893;4144
906894;4144
906896;4144
906897;4144
906898;4144
906899;4144
906900;4144
906901;4144
906902;4144
906979;4144
907152;1030
907153;1030
907160;1330
907183;1026
907185;1002
907186;1002
907187;1002
907188;1094
907194;1036
907379;1036
907394;1150
907398;1150
907405;1040
907411;1074
907412;1074
907413;1074
907414;1038
907482;1072
907499;1072
907500;1072
907501;1072
907502;1072
907503;1072
907696;1702
907698;1702
907699;1702
907700;1702
907701;1702
907702;1702
907704;1702
907705;1702
907709;1702
907710;1702
907712;1702
907714;1702
907718;1702
907729;1702
907732;1702
907739;1702
907772;1702
907774;1702
907776;1702
907778;1702
907781;1702
907804;1702
907806;1702
907808;1702
907811;1702
907813;1702
907816;1702
907817;1702
907818;1702
907819;1702
907820;1702
907823;1382
907830;1606
908113;6824
908114;6824
908165;1002
908166;1002
908167;1002
908168;1002
908171;1002
908196;1002
908226;1116
908228;6759
908230;1116
908234;6759
908332;1606
908468;1026
908469;1050
908568;1606
908569;1302
908570;1302
908571;1142
908573;1120
908576;1016
908578;1016
908904;1606
908937;1606
908939;1702
908941;1702
908943;1702
908945;1702
908996;1016
909009;6824
909011;1606
909016;1028
909019;1028
909020;1028
909021;1028
909024;1008
909027;1068
909028;1338
909039;1016
909040;1016
909041;1028
909042;1078
909109;1086
909123;1032
909124;1032
909125;1032
909127;1606
909143;1032
909144;1032
909145;1032
909146;1032
909147;1032
909148;1032
909221;1606
909222;1032
909711;1334
909712;1334
909713;1334
909784;1040
909785;1040
909786;1040
909787;1040
909788;4114
909789;1040
909792;4126
909793;1028
910160;1068
910161;1012
910162;1028
910163;1074
910182;1068
910552;3016
910560;1606
910561;1606
910575;1026
910581;1026
910587;1026
910593;1026
910707;1030
910738;1030
910745;3040
910746;1138
910753;3040
910755;1062
910758;1034
910762;3040
910764;1034
910765;3040
910766;3040
910767;1062
910768;1008
910769;1030
910776;1382
911210;1606
911348;1606
911431;1062
911435;1330
911663;1068
911664;1068
911686;1000
911688;1000
911692;1000
911695;1000
911696;1000
911721;4176
911722;1114
911723;4176
911724;4176
911731;1310
911734;1310
911735;1310
911736;1310
911737;1318
911760;4126
911761;4122
911769;1606
911770;1702
911964;3018
911967;3018
911969;3018
911970;1062
911973;1062
911977;3018
912038;4122
912050;4126
912419;1066
912423;1032
912424;1032
912427;1078
912434;1028
912583;1096
912852;6824
912865;1026
912937;1606
913016;1124
913026;1606
913032;3110
913098;1000
913100;1000
913101;1000
913105;4139
913108;1314
913109;1606
913110;1028
913111;1044
913192;1044
913193;1030
913208;1122
913211;1122
913212;3046
913215;1114
913218;3046
913220;1334
913224;1606
913226;3046
913227;1008
913236;1314
913238;1314
913444;1606
913445;1606
913475;3046
913476;3046
913479;3022
913482;3022
913484;3046
913558;1606
913676;3020
913677;4138
913678;3020
913680;3020
913693;3020
913695;3020
913699;4162
913700;4162
913701;4162
913730;4138
913731;3106
913736;1092
913745;1092
913748;1092
913796;3020
913797;3020
913798;3020
913799;3020
913800;1606
913801;1606
913802;1606
913803;1606
913804;1606
913805;1606
913815;1606
913816;1606
913842;1050
913845;1702
913847;1702
913849;1606
913850;1606
913851;1050
913860;1008
913864;1016
913868;1016
913871;1016
913874;1016
913886;1702
913887;1702
913888;1702
913889;1702
913890;1702
913891;1702
913946;1702
913947;1702
913948;1702
914119;1702
914215;1702
914249;1702
914250;1606
914257;1702
914258;1702
914259;1702
914260;1702
914315;1702
914316;1702
914325;1702
914326;1702
914327;1702
914328;1702
914329;1702
914330;1702
914331;1702
914360;1028
914384;1012
914404;1606
914428;1086
914429;1028
914430;1040
914540;1040
914549;1028
914550;1028
914551;1028
914574;1326
914576;6758
914605;1028
914606;1028
914607;1028
914609;6758
914610;6758
914611;6758
914633;4138
914634;4138
914635;4138
914636;4138
914637;4114
914745;1606
914748;1606
914931;3040
914934;1606
914935;3040
914938;3046
914974;1606
914975;1606
914976;1606
914977;1092
914978;1092
914979;3046
914980;3044
914981;3012
915103;1004
915105;1004
915106;1004
915107;1004
915108;1606
915111;3044
915116;3012
915117;1606
915183;4105
915184;4105
915185;4139
915186;4139
915187;4105
915188;4127
915189;1606
915190;1606
915194;1088
915197;3108
915200;1044
915242;1122
915317;1606
915353;1116
915370;1114
915374;1606
915375;1606
915376;1115
915620;1068
915622;1115
915625;1115
915627;1068
915628;1068
915629;1068
915630;1606
915631;1606
915654;1032
915665;1330
915666;1324
915736;1324
915742;1336
915757;1122
915789;1122
915902;1078
915905;1606
915906;1606
915926;1330
915927;1330
915945;1606
915946;1330
915947;1302
915947;1302
916113;3040
916114;1076
916116;1076
916118;1032
916123;1072
916125;1072
916130;1124
916138;1124
916142;1124
916156;3108
916159;3108
916214;1084
916215;1000
916239;3014
916241;1606
916242;1606
916243;3014
916251;1046
916251;1046
916252;1606
916256;1076
916307;1042
916319;1042
916320;1042
916321;1042
916356;1606
916377;1606
916378;1606
916393;1076
916400;1606
916402;1046
916667;1120
916668;1606
916669;1606
916670;1606
916671;1606
916703;1606
916760;1120
916761;1120
916762;1120
916763;1302
916764;1302
916765;1302
916766;1118
916771;3011
916856;1606
916857;1606
916867;1030
916868;1076
916869;1028
917435;1002
917436;1002
917443;1002
917491;1046
917492;1000
917493;1606
917513;1120
917538;1076
917541;1009
917542;1009
917545;1606
917597;1606
917801;1148
917815;1148
917825;1114
917894;1136
918395;3028
918702;4118
918703;4138
918704;4138
918710;4126
918711;4102
918715;4118
918716;4118
918717;4118
918718;1606
918776;4118
918791;4104
918792;4104
918803;4130
918804;4130
918805;4130
918806;4130
918807;4130
918808;4118
918809;1072
918810;1074
918811;1074
918812;1606
918813;1068
918814;1068
918815;1068
918816;1068
918823;1050
918869;1034
919094;1334
919095;1334
919096;1334
919098;1334
919140;3014
919414;1606
919415;1606
919416;3040
919578;4138
919687;1004
919793;1004
919927;1072
919960;1006
919962;1006
919963;1006
919967;1006
919976;1040
919977;1606
920035;1606
920036;1606
920040;1034
920041;1034
920064;1606
920065;1606
920066;1606
920067;1606
920068;1002
920069;1002
920071;1120
920072;1002
920073;1002
920074;1002
920075;1120
920080;1606
920081;1028
920089;1606
920090;1606
920169;1606
920171;1118
920172;1118
920173;1118
920174;1118
920211;1118
920248;1118
920251;1118
920253;1118
920254;1118
920256;1118
920258;1118
920259;1142
920261;1142
920291;1136
920292;1136
920293;1606
920294;1308
920296;1026
920391;1316
920438;1606
920609;1606
920617;1606
920627;1026
920628;1026
920629;1026
920630;1076
920631;1076
920632;1076
920633;1076
920634;1312
920635;1312
920637;1330
920722;1330
920723;1330
920724;1330
920725;1606
920778;1124
920784;1124
920786;3020
920787;3020
920788;1334
920790;3020
920791;3020
920842;1330
920888;1340
920889;1340
920890;1606
920891;1384
920892;1606
920893;1302
920894;1116
920895;1312
920916;1312
920917;1312
920918;1190
920919;1606
920920;1120
920923;1606
920953;1606
920954;1606
920955;1606
920957;1606
920958;1606
921082;1606
921083;1606
921538;1606
921582;1034
921583;1606
921584;1034
921585;1034
921632;1002
921633;1002
921634;1002
921635;1002
921636;1002
921648;1606
921653;1606
921663;1068
921664;1606
921748;1148
921749;1148
921750;1314
921751;1318
921752;1318
921793;1032
921833;1136
921834;1136
922013;3034
922016;3020
922041;3020
922045;1606
922130;1606
922136;1606
922137;1606
922138;1606
922139;1606
922140;1606
922141;1606
922142;3028
922143;4138
922144;4138
922145;4138
922146;4138
922147;4138
922148;4138
922149;4138
922150;4138
922151;4138
922152;4162
922153;4162
922154;4162
922155;4162
922156;4104
922157;4104
922158;4104
922159;4104
922160;1606
922161;1606
922209;1702
922210;1702
922211;1052
922212;1702
922213;1606
922214;1702
922217;1702
922218;1702
922219;1702
922220;1702
922221;1702
922222;1606
922223;1702
922224;1702
922225;1702
922226;1702
922276;1148
922405;1606
922406;1118
922407;1124
922408;1124
922409;1124
922410;1122
922411;1122
922412;1122
922413;1122
922414;1122
922415;1072
922426;1702
922427;3018
922525;1702
922526;1330
922527;1702
922528;1702
922602;1702
922603;1606
922678;1702
922679;1702
922936;1702
922937;1702
922938;1702
922940;1702
922942;1702
922944;1702
923162;1606
923182;1606
923670;1150
923679;1330
923680;1330
923681;1330
923682;1330
923683;1330
923684;1330
923685;3106
923689;3102
923827;1606
924268;1606
924269;1606
924271;1606
924416;1606
924417;1606
924870;1606
924871;1606
924884;1606
924980;6824
924982;3011
924990;1606
925056;3011
925060;1606
925062;3011
925063;1606
925064;3029
925065;3029
925079;3009
925096;3035
925167;1606
925190;1606
925419;3022
925420;1032
925492;3046
925493;3046
925494;3110
925510;1606
925511;1606
925512;1606
925549;1606
925632;1074
925633;1074
925634;1606
925777;1606
925897;1606
925917;1606
925918;1606
925919;1606
925920;1606
925921;1606
925922;1606
925923;1606
925924;1606
925960;1606
926139;1606
926140;1606
926141;1606
926143;1606
926144;1606
926145;1606
926146;1606
926147;1606
926170;6824
926430;1606
926464;1606
926473;1074
926474;1606
926519;1606
926542;1606
926783;1606
926786;1028
926787;1028
926788;1028
926789;1008
926790;1008
926791;1008
926793;1050
926794;1074
926795;1080
926796;1606
926901;1009
926902;1026
926903;1026
926904;1026
926911;1068
926912;1080
926913;1080
926914;1606
926915;3034
927099;1606
927100;1606
927101;1606
927102;1606
927103;1606
927104;1606
927105;1606
927150;1606
927152;1606
927153;1606
927154;3004
927155;3004
927188;3004
927302;3004
927303;3004
927304;1606
927305;3004
927340;1606
927341;1606
927342;1606
927343;1318
927344;1606
927346;1318
927375;1606
927376;1606
927377;3018
927378;3018
927379;1028
927531;1028
927532;1028
927533;1318
927554;1044
927555;1122
927556;1030
927557;1030
927558;1606
927559;1124
927560;1606
927561;1606
927562;1606
927563;1114
927564;1114
927569;1330
927570;1330
927571;1330
927654;1118
927655;1606
927656;1118
927657;1118
927658;1118
927659;1118
927660;1118
927661;1310
927662;1326
927663;1606
927664;1114
927665;1114
927666;1114
927667;1122
927668;1122
927669;1122
927670;1122
927671;1122
927672;1122
927673;1122
927674;1122
927675;1312
927676;1312
927677;1148
927678;1606
927679;1606
927680;1606
927683;1318
927684;1606
927685;1606
927686;1606
927687;1606
927689;1038
927813;1606
927814;1606
927818;1606
927838;1606
927842;1318
927845;1318
927847;1318
927851;1606
927852;1318
927976;1318
928069;1606
928119;1606
928120;1606
928121;1072
928124;1008
928127;1068
928129;1018
928130;1018
928131;1004
928132;1028
928170;1028
928171;1086
928172;1124
928173;1124
928175;1086
928231;1124
928232;1606
928233;1606
928234;1086
928235;1606
928236;1086
928237;1086
928292;1606
928293;3032
928294;1606
928295;1606
928296;1606
928297;3032
928298;3032
928299;3032
928300;3032
928301;3032
928302;3032
928303;3032
928304;1008
928318;1606
928319;1606
928320;1606
928337;1606
928338;1606
928339;1330
928340;1330
928341;1330
928350;3018
928353;3018
928355;3018
928357;3018
928361;3018
928380;1009
928405;3110
928454;3020
928464;1148
928466;1148
928469;1087
928470;1148
928475;1087
928478;1087
928484;1148
928491;4176
928508;4176
928781;1606
928783;1114
928784;4176
928789;1114
928791;1114
928793;1114
928802;1050
928807;1606
928813;1606
929018;1606
929067;1606
929103;1330
929220;1606
929221;1330
929229;1326
929230;1040
929231;1040
929233;1326
929238;1606
929239;1606
929240;1606
929241;1040
929380;1606
929397;1068
929402;1606
929420;1606
929421;1606
929422;1606
929423;1606
929427;1606
929428;1606
929429;1606
929430;1606
929439;3020
929536;1606
929537;1606
929623;1606
929770;1606
929771;1606
929772;1606
929773;1606
929774;1606
929775;1606
929786;1606
929787;1606
929791;1030
929863;1078
929888;1036
929892;1036
929893;1036
929894;1036
929895;1036
929896;1036
929897;1036
929898;3016
929899;1606
929900;1606
929901;1606
929902;1606
929903;1702
929904;1702
929905;1702
929906;1702
929907;1114
929908;1114
929929;1142
929930;1034
929931;1030
929932;1040
929933;1025
929934;1190
929941;1096
929947;6824
929974;1606
930017;1606
930018;1606
930019;1606
930020;1606
930021;1606
930072;1606
930221;1606
930256;1606
930259;1606
930306;1606
930307;1606
930691;3046
930693;3014
930694;1606
930695;1606
930696;1606
930697;1606
930698;1606
930699;1606
930716;1606
930717;1606
930718;1606
930719;1606
930720;1606
930883;1606
930887;1606
930970;1606
930999;1006
931000;1606
931001;1606
931002;3038
931004;1606
931005;1606
931038;1606
931123;1606
931124;1606
931174;1606
931239;1606
931240;3028
931241;1606
931242;1606
931243;1002
931244;1606
931245;1606
931246;1606
931247;1606
931260;1606
931430;1606
931431;1606
931519;1606
931520;3028
931521;1606
931522;1606
931523;3016
931524;1606
931526;1606
931527;1606
931528;1044
931529;1044
931530;1606
931546;1606
931552;1606
931553;1606
931554;1114
931555;1114
931556;1114
931557;1114
931558;1114
931559;1114
931560;1114
931561;1606
931562;1606
931563;1606
931575;1606
931581;1606
931617;1606
931618;1606
931619;1606
931620;1606
931621;1606
931622;1606
931623;1606
931624;1606
931625;1606
931627;1606
931629;1606
931630;1114
931633;1606
931635;1606
931638;1606
931639;1068
931640;1072
931641;1068
931642;1606
931645;1606
931646;1606
931647;1606
931648;3018
931649;1606
931650;1606
931651;1606
931652;1606
931653;1606
931659;1606
931663;1606
931664;1606
931665;1606
931666;1606
931667;1606
931674;1606
931678;1606
931680;1606
931681;1606
931682;1606
931683;1606
931684;1606
931685;1606
931686;1606
931687;1606
931688;1606
931689;1606
931691;1016
931692;1016
931693;1334
931694;1334
931695;1330
931696;1330
931697;1330
931698;1330
931699;1326
931700;1606
931701;1606
931708;1148
931710;1606
931751;1148
931753;2608
931754;2608
931755;1606
931764;1606
931820;1606
931821;1606
931822;1606
931823;1606
931824;1606
931825;1606
931826;1606
931889;1014
931890;1606
931904;1606
931912;1028
931913;1606
931914;1606
931915;1606
931916;1072
931917;1072
931918;1072
931919;1028
931920;1032
931921;1032
931922;1062
931923;1062
931924;1092
931925;1086
931926;1036
931927;1036
931928;1088
931929;1088
931930;1036
931931;1036
931932;1036
931933;1606
931934;1096
931935;1026
931936;1026
931937;1044
931938;1044
931939;1044
931940;1606
931941;1606
931942;1028
931943;1190
931944;1190
931945;1190
931946;1190
931947;1190
931948;1004
932146;1072
932147;1318
932148;1006
932264;1338
932265;1382
932266;1606
932267;1382
932290;1606
932475;1606
932483;1006
932484;1606
932487;1606
932489;1606
932495;1326
932497;3020
932499;1086
932501;3020
932502;1086
932503;1606
932504;3020
932505;1606
932506;1606
932507;1606
932864;1606
932865;1606
932868;1606
932870;1606
932972;3016
933109;1606
933110;1606
933130;1606
933132;1606
933258;1606
933259;1606
933262;1606
933263;1606
933264;1606
933265;1606
933266;1606
933267;1606
933268;1606
933269;1606
933270;1606
933271;1606
933318;1606
933322;1702
933325;1702
933326;1702
933327;3018
933328;1702
933330;3018
933331;1702
933332;1702
933334;1606
933337;1702
933341;1702
933382;1702
933383;1606
933384;1606
933385;1702
933385;1702
933386;1702
933387;1702
933388;1606
933389;1702
933414;1702
933415;1702
933467;1606
933468;1702
933516;1702
933517;1702
933518;1702
933519;1702
933521;1702
933522;1702
933523;1702
933550;1702
933551;1702
933552;1702
933553;1702
933554;1606
933555;1702
933556;1702
933558;1702
933561;1702
933562;1702
933563;1702
933564;1702
933565;1606
933636;1702
933823;1702
933824;1702
933825;1606
933826;1606
933831;1606
933832;1606
933833;1606
933858;1606
933859;1606
933860;1606
933864;1606
933865;4126
933866;1606
933924;1606
933925;1606
933926;1606
933927;1606
933928;1606
933929;1606
933930;1606
933931;1606
933932;1606
933933;1606
933934;1606
933935;1606
934025;1606
934050;1030
934051;1028
934052;1606
934053;1606
934087;1606
934088;1606
934089;1606
934090;1606
934202;1606
934333;1606
934335;1606
934337;1606
934342;1606
934403;1606
934404;1606
934405;1606
934431;1606
934432;1606
934433;1606
934434;1606
934435;1606
934436;1606
934437;1606
934439;1606
934441;1606
934444;1606
934446;1331
934450;1606
934454;1331
934455;1331
934480;1331
934505;1606
934506;1331
934507;1606
934513;1606
934516;1606
934529;1606
934531;1606
934532;1606
934533;1606
934534;1606
934535;1606
934536;1606
934537;1606
934538;1606
934539;1606
934554;1606
934555;1606
934556;1606
934557;1606
934558;1606
934559;1606
934560;1331
934561;1331
934562;1331
934563;1331
934564;1331
934565;1331
934566;1320
934567;1326
934619;1606
934621;1120
934624;1318
934625;1606
934626;1606
934627;1028
934628;1028
934629;1606
934630;1028
934631;1606
934644;1606
934649;1606
934652;1606
934655;1606
934657;1124
934659;1124
934672;1124
934675;4118
934678;4118
934680;1606
934682;1318
934684;1318
934686;4114
934687;4114
934688;4114
934689;1606
934690;1606
934691;1606
934692;4114
934693;1606
934694;1606
934695;4114
934696;1606
934697;1028
934734;1606
934735;1606
934736;1028
934737;1606
934759;1606
934760;1606
934761;1028
934762;1606
934763;1330
934764;1330
934765;1606
934766;1606
934767;1606
934768;1606
934769;1606
934770;1606
934771;1606
934772;1606
934835;1606
934847;1606
934848;1120
934849;1124
934850;1028
934851;1028
934852;1124
934853;1028
934854;1028
934855;1028
934855;1028
934905;1606
934911;1002
934914;1606
934915;1002
934917;1606
934918;1606
934974;1606
934976;1606
934979;1050
934980;1008
934981;1008
934982;1008
934983;1008
934984;1606
934985;1028
934986;1028
934987;1606
934988;1606
934989;1028
934990;1606
934991;1606
934992;1340
934993;1606
934994;1606
934997;1606
935017;1606
935032;1606
935033;1606
935036;1606
935061;1606
935062;1606
935063;1606
935064;1606
935065;1606
935066;1606
935067;1040
935068;1040
935069;1028
935070;1606
935083;1606
935132;1012
935134;1012
935136;1012
935137;1606
935138;1606
935139;1012
935140;1606
935141;1606
935142;1606
935143;1606
935144;1606
935145;3040
935146;1114
935147;3040
935148;1606
935149;1606
935150;1606
935151;1606
935152;1606
935153;1606
935154;1606
935179;1606
935180;1606
935198;3020
935199;1606
935407;1606
935408;3040
935409;3040
935410;3040
935411;3040
935412;3040
935414;3040
935434;1606
935435;1606
935436;1606
935437;1606
935438;1606
935439;1606
935440;1606
935441;1606
935442;1606
935443;1606
935444;1606
935445;1606
935446;1606
935447;1606
935448;1606
935449;1606
935450;1606
935451;1606
935485;1606
935486;1606
935487;1606
935528;1606
935541;1606
935543;1606
935557;1606
935638;1606
935639;1606
935640;1606
935641;1606
935642;1606
935643;1606
935644;1606
935645;1606
935646;1606
935647;1606
935648;1606
935650;1606
935651;1606
935652;1044
935653;1606
935767;1048
935768;1048
935769;1606
935779;1606
935780;1606
935781;1606
935782;1606
935783;1606
935784;1606
935785;1606
935786;1606
935787;1606
935794;1606
935797;3102
935798;3102
935799;3102
935800;3102
935806;6824
935807;1606
935808;1606
935809;1606
935810;3110
935811;3008
935812;1606
935813;1606
935814;3016
935815;1606
935816;1606
935817;1606
935818;1606
935819;1606
935820;1606
935821;1606
935822;1606
935823;1606
935824;1606
935825;1118
935826;1118
935827;1118
935828;1606
935829;1606
935830;1118
935840;1606
935842;1606
935903;1606
935904;1606
935905;1606
935906;1606
935907;1606
935908;1606
935909;1606
935910;1606
935911;1606
935912;1606
935913;1606
935914;1606
935915;1606
935916;1606
935919;1606
935921;1606
935923;1606
935924;1606
936039;1606
936040;1606
936041;1606
936043;1606
936044;1606
936045;1606
936046;1606
936047;1606
936048;1606
936049;1606
936050;1606
936051;1606
936183;1606
936184;1606
936188;1606
936193;1606
936299;1606
936300;1606
936301;1606
936302;1606
936303;4138
936304;4138
936305;4138
936306;4126
936307;4126
936308;4126
936309;1016
936310;1016
936311;1016
936312;1016
936353;6824
936374;1606
936375;1606
936527;1606
936528;1606
936529;1606
936530;1606
936531;1606
936551;1002
936557;1606
936558;1606
936559;1006
936561;1606
936563;1092
936568;1006
936571;1026
936582;1026
936583;1148
936584;1026
936586;1606
936588;1148
936591;1606
936603;1606
936605;1606
936606;1606
936608;1060
936609;1606
936610;1026
936611;1606
936622;1606
936642;1606
936645;1122
936648;1074
936655;1072
936668;1606
936672;1606
936690;1606
936782;1606
936792;1606
936797;1606
936798;1606
936800;1074
936891;1016
936896;1016
936898;1016
936899;1016
936900;1016
936905;1016
936906;1016
936907;1016
936908;1606
936909;1122
936910;1122
936911;1606
936912;1336
936913;1334
936914;1334
936918;1606
936924;1606
936926;1606
936928;1606
936929;1606
936930;1078
936931;1078
936932;1016
936933;1016
936934;1058
936935;1026
936936;1002
936937;1002
936938;1002
936940;1006
936944;1606
936945;1606
936949;1606
936956;1606
936957;1062
936958;1062
936959;1606
936960;1606
936961;1606
936962;1606
936963;1606
936973;1606
936974;1606
936975;1606
936976;1606
936977;1606
936978;1606
936979;1606
936982;1606
936983;1606
936984;1606
936985;1606
936986;1606
936987;1606
936988;1606
936989;1606
936990;1606
936991;1606
936992;1606
936993;1606
936994;1606
936995;1606
937007;1606
937008;1606
937110;3112
937113;3112
937159;1606
937160;1606
937161;1120
937163;1606
937164;1606
937167;1606
937168;1606
937172;1606
937204;1606
937280;1606
937282;1606
937283;1014
937287;3044
937288;3044
937289;1606
937290;1606
937291;1606
937292;1606
937293;1606
937294;1606
937295;1606
937296;1606
937297;1606
937298;1606
937299;1606
937300;1606
937301;1606
937302;1606
937303;1606
937304;1606
937305;1606
937306;1606
937307;1606
937308;1606
937309;1606
937310;1086
937311;1702
937312;1030
937313;1606
937314;3020
937315;3020
937316;1124
937320;1606
937321;1606
937323;1606
937324;1606
937325;1050
937326;1606
937327;1028
937328;1028
937329;1606
937330;1606
937331;1606
937332;1606
937333;1606
937334;1606
937335;1606
937336;1606
937337;1606
937338;1606
937339;1606
937340;1606
937353;1606
937354;1606
937356;1606
937357;1606
937358;1606
937359;1606
937360;1606
937378;1050
937379;1606
937380;1606
937382;3016
937383;3016
937385;1606
937386;1606
937387;1606
937392;1606
937393;1606
937394;1606
937395;1606
937403;1606
937404;1606
937405;1606
937406;1606
937408;1606
937435;1606
937452;1606
937455;1606
937464;1606
937465;1606
937471;1606
937478;1606
937544;1606
937547;1606
937548;1606
937550;1606
937551;1606
937554;1606
937583;1030
937586;1330
937589;1306
937594;1606
937600;1606
937601;1606
937602;1606
937603;1606
937604;1606
937605;1606
937606;1702
937607;1006
937611;1606
937612;1606
937613;1606
937614;1606
937675;1606
937676;1606
937677;1606
937679;1606
937680;1606
937681;1606
937682;1606
937683;1606
937684;1606
937685;1606
937686;1606
937687;1126
937688;1126
937689;1606
937690;1606
937692;3018
937701;3014
937714;3014
937715;1142
937716;1606
937718;1606
937719;1114
937721;1606
937722;1606
937723;1606
937724;1606
937725;1606
937727;1606
937728;1606
937732;1606
937737;1606
937739;1606
937740;1190
937741;1190
937742;1606
937744;1606
937745;1606
937746;1606
937747;1142
937750;1606
937792;1606
937795;1124
937797;1606
937798;1606
937799;1606
937800;1606
937810;1606
937812;1606
937813;1606
937814;1606
937817;1606
937818;1606
937819;1606
937820;1606
937821;1606
937822;1606
937826;1606
937827;1606
937828;1606
937829;1606
937830;1606
937831;1606
937832;1002
937833;1002
937834;1002
937835;1002
937842;1606
937846;1606
937891;1606
938161;1606
938162;4104
938164;4138
